שם יישוב,סמל היישוב,"צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר","סה""כ  אוכלוסייה בסוף השנה",יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים),"יהודים 
(אחוזים מתוך יהודים ואחרים)",ערבים (אחוזים),מוסלמים (אחוזים מתוך האוכלוסייה הערבית),נוצרים (אחוזים מתוך האוכלוסייה הערבית),דרוזים (אחוזים מתוך האוכלוסייה הערבית),"סה""כ גברים בסוף השנה","סה""כ נשים בסוף השנה",אחוז באוכלוסייה בסוף השנה בני 4-0,אחוז באוכלוסייה בסוף השנה בני 9-5,אחוז באוכלוסייה בסוף השנה בני 14-10,אחוז באוכלוסייה בסוף השנה בני 19-15,אחוז באוכלוסייה בסוף השנה בני 29-20,אחוז באוכלוסייה בסוף השנה בני 44-30,אחוז באוכלוסייה בסוף השנה בני 59-45,אחוז באוכלוסייה בסוף השנה בני 64-60,אחוז באוכלוסייה בסוף השנה בני 65 ומעלה,אחוז באוכלוסייה בסוף השנה בני 17-0,אחוז באוכלוסייה בסוף השנה בני 75 ומעלה,"יחס תלות (ל-1,000 תושבים בלתי תלויים)",לידות חי,שיעור פריון כולל,פטירות תינוקות (ממוצע),"שיעור פטירות תינוקות ל-1,000 לידות חי",פטירות,"שיעור פטירות מתוקנן ל-1,000 תושבים","ריבוי טבעי
סה""כ","ריבוי טבעי  ל-1,000 תושבים",אחוז גידול האוכלוסייה לעומת השנה הקודמת,אחוז עולי 1990+ מסך האוכלוסייה,השתקעות ראשונה של עולים,אחוז עולים בהשתקעות ראשונה בני 17-0,אחוז עולים בהשתקעות ראשונה בני 44-18,אחוז עולים בהשתקעות ראשונה בני 64-45,אחוז עולים בהשתקעות ראשונה בני 65 ומעלה,"מאזן הגירה ביישוב
סה""כ",מאזן הגירה פנימית,"נכנסים מיישובים אחרים סה""כ",נכנסים מיישובים אחרים גברים,נכנסים מיישובים אחרים נשים,נכנסים מיישובים אחרים עד גיל 14,נכנסים מיישובים אחרים גיל 29-15,נכנסים מיישובים אחרים גיל 64-30,נכנסים מיישובים אחרים גיל 65 ומעלה,"יוצאים ליישובים אחרים סה""כ",יוצאים ליישובים אחרים גברים,יוצאים ליישובים אחרים נשים,יוצאים ליישובים אחרים עד גיל 14,יוצאים ליישובים אחרים גיל 29-15,יוצאים ליישובים אחרים גיל 64-30,יוצאים ליישובים אחרים גיל 65 ומעלה,הגירה בתוך הרשות המקומית,"נישאים סה""כ גברים ונשים","נישאים שיעור ל-1,000 תושבים לא נשואים בני 15 ומעלה","מתגרשים סה""כ גברים ונשים","מתגרשים שיעור ל-1,000 תושבים נשואים בני 15 ומעלה",אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך מוסדות דיור משותף ברשות,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך דיירי דיור משותף ברשות,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים בבתי אבות ובדיור מוגן,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות חינוך,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות דת,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אשפוז כולל הוסטלים,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אחרים
כפר שמריהו,267,..,"1,925",99.10,96.40,-,-,-,-,943,982,4.99,7.22,8.05,7.84,11.53,12.83,19.64,6.08,21.87,25.30,10.86,997,9,..,-,   -,18,3.51,-9,-4.66,-0.64,10.90,6,83.33,0,16.67,0,18,4,88,44,44,26,12,48,2,84,40,44,21,21,33,9,24,7,9.90,6,7.17,..,..,..,..,..,..,..
כפר תבור,47,..,"4,400",99.50,97.70,-,-,-,-,"2,174","2,227",6.91,9.50,9.86,8.89,12.02,16.36,19.09,5.39,12.02,31.52,2.86,893,55,..,0.20,  ..,7,4.29,48,11.02,2.08,5.40,9,55.56,22.22,0,22.22,39,29,181,94,87,63,25,85,8,152,74,78,30,49,65,8,164,18,14.50,17,9,-,-,-,-,-,-,-
כרמיאל,"1,139","2,093.70","46,122",96.40,82.60,-,-,-,-,"22,480","23,642",6.62,7.16,7.08,7.18,12.17,17.73,17.04,6.05,18.98,25.04,6.89,887,599,2.24,2.40,( 3.8),380,5.45,219,4.74,-0.28,35.20,315,21.27,57.46,14.92,6.35,-400,-695,958,496,462,188,280,421,69,"1,653",846,807,297,572,664,120,"2,640",304,18,199,10.10,14,"1,405",0.86,1,1.04,0.05,0.09
להבים,"1,271",600.20,"6,694",96.70,97.90,-,-,-,-,"3,316","3,377",5.62,7.51,8.59,8.75,14.88,13.91,19.51,5.29,15.94,27.08,5.15,866,64,..,-,   -,21,2.65,43,6.56,4.35,5.40,0,0,0,0,0,173,179,404,199,205,145,37,153,69,225,99,126,31,92,82,20,235,42,21.20,14,4.70,..,..,..,..,..,..,..
לוד,"7,000","6,681.60","80,932",70.20,88.90,29.80,96.90,3.10,-,"40,263","40,669",11.70,10.52,8.30,7.32,14.24,17.67,13.89,4.06,12.30,34.89,5.00,"1,006","1,760",3.37,4.20, 2.5,531,5.56,"1,229",15.54,4.80,19,99,34.34,31.31,23.23,11.11,"2,281","2,161","4,624","2,370","2,254","2,318","1,121","1,081",104,"2,463","1,219","1,244",809,579,928,147,"2,586",791,31.80,307,10.40,15,"1,194",0.48,0.17,0.46,0.32,0.04
לקיה,"1,060","2,066.10","14,642",-,-,99.90,100,-,-,"7,303","7,339",16.60,14.07,12.25,11.90,17.37,14.96,9.06,1.30,2.49,50.35,0.86,"1,342",541,5.35,5.20, 9.8,28,5.78,513,35.73,4.03,0,..,..,..,..,..,23,20,133,51,82,48,60,25,-,113,48,65,41,43,27,2,65,238,67.70,28,6.70,-,-,-,-,-,-,-
מבשרת ציון,"1,015","3,850.50","24,247",99.70,96.70,-,-,-,-,"12,017","12,231",7.87,7.54,7.53,6.83,13.23,17.88,16.76,5.67,16.68,27.18,5.97,868,373,2.55,0.40,  ..,114,3.11,259,10.72,0.81,7.30,13,30.77,30.77,23.08,15.38,44,-13,"1,026",506,520,348,190,435,53,"1,039",530,509,286,305,386,62,561,220,27.70,93,8.80,5,210,-,0.39,-,0.44,0.04
מגאר,481,"1,124.20","23,275",-,-,99.90,21.50,21.20,57.30,"12,005","11,270",8.86,8.40,8.53,8.98,18.96,21.75,15.56,3.08,5.89,30.96,2.10,685,392,2.10,0.80,  ..,85,5.26,307,13.28,1.39,0,0,0,0,0,0,-2,1,132,46,86,25,63,42,2,131,47,84,24,57,50,-,22,339,50.50,20,2,-,-,-,-,-,-,-
מג'ד אל-כרום,516,"1,669.70","15,447",-,-,99.90,99.90,-,-,"7,897","7,550",7.94,9.18,10.27,10.51,18.42,19.25,15.78,3.08,5.57,33.57,2.10,769,230,1.96,0.80,  ..,60,5.42,170,11.00,-0.06,0,0,0,0,0,0,-25,-25,65,21,44,12,30,22,1,90,29,61,14,41,35,-,14,186,41.60,29,4.50,-,-,-,-,-,-,-
מגדל,65,..,"1,980",97.70,97.20,-,-,-,-,"1,007",972,9.34,7.68,8.48,7.07,13.59,17.98,16.87,7.83,11.16,29.80,3.43,777,29,..,0.40,  ..,12,5.97,17,8.65,1.42,5.40,..,..,..,..,..,11,13,109,57,52,31,23,51,4,96,46,50,31,23,36,6,11,29,41.20,10,13.70,2,134,0.91,-,-,5.86,-
מגדל העמק,874,"2,951.10","25,722",100,89.10,-,-,-,-,"12,775","12,946",8.53,8.18,7.77,8.38,13.29,17.79,15.72,5.40,14.93,29.62,5.45,916,419,2.65,2.20,( 4.8),216,6.24,203,7.90,0.18,24.30,101,25.74,46.53,17.82,9.90,-72,-195,617,320,297,180,164,241,32,812,404,408,197,271,300,44,"1,113",274,30.20,80,7.80,10,941,0.38,1.58,1.17,0.18,0.35
מג'דל שמס,"4,201",732.40,"11,267",-,-,100,-,-,100,"5,712","5,555",7.05,7.95,8.78,9.03,15.85,20.87,19.02,3.71,7.74,29.42,2.70,682,133,1.70,0.40,  ..,53,5.52,80,7.13,0.78,0,0,0,0,0,0,-12,-19,34,11,23,6,17,9,2,53,18,35,8,18,27,-,-,111,32.20,45,9.20,-,-,-,-,-,-,-
מודיעין עילית,"3,797",..,"77,967",100,100,-,-,-,-,"39,232","38,735",20.84,19.86,15.89,9.58,11.98,15.88,4.61,0.39,0.95,63.02,0.34,"2,042","3,196",7.16,9, 2.8,41,3.55,"3,155",40.88,2.09,3.70,51,43.14,41.18,1.96,13.73,-758,-801,"1,220",698,522,497,554,138,31,"2,021","1,117",904,990,691,329,11,"3,035",845,86,83,3.80,11,"1,956",-,0.14,2.37,-,-
מודיעין-מכבים-רעות*,"1,200","1,958.70","94,657",100,97.80,-,-,-,-,"46,829","47,829",6.64,9.59,11.30,10.01,12.07,16.53,21.03,3.87,8.96,33.98,3.21,869,978,2.11,1.60,( 1.4),198,3.18,780,8.30,1.48,11.10,164,26.22,31.71,17.07,25,643,493,"2,870","1,397","1,473",891,462,"1,249",268,"2,377","1,225","1,152",534,908,842,93,"4,573",471,17.80,380,9.70,4,337,0.30,-,0.04,0.01,-
מזכרת בתיה,28,"2,032.90","15,093",99.90,98.60,-,-,-,-,"7,450","7,643",7.39,10.80,10.95,8.95,11.51,17.90,19.46,3.98,9.06,34.66,2.77,892,173,2.33,0.40,  ..,38,3.71,135,9.02,1.73,6.70,11,18.18,36.36,9.09,36.36,87,71,529,262,267,222,65,215,27,458,239,219,126,121,188,23,279,79,19.20,56,9,2,130,0.70,-,-,0.16,-
מזרעה,517,..,"3,998",-,-,99.70,98,-,-,"2,025","1,973",10.01,7.45,6.38,7.60,19.43,19.73,16.66,5.35,7.38,28.26,2.93,635,73,..,0.20,  ..,19,5.59,54,13.62,1.74,0.10,0,0,0,0,0,24,23,54,14,40,14,28,12,-,31,12,19,6,15,10,-,-,73,59.50,16,9.10,-,-,-,-,-,-,-
מטולה,43,..,"1,654",96.10,94.80,-,-,-,-,838,816,6.47,4.59,5.20,6.35,20.50,20.19,15.48,6.47,14.81,20.07,5.02,597,27,..,-,   -,8,3.97,19,11.62,2.43,7.50,..,..,..,..,..,10,9,124,63,61,17,63,40,4,115,58,57,21,43,45,6,27,28,39.90,5,7.90,-,-,-,-,-,-,-
מיתר,"1,268",257.10,"9,980",98.50,98.20,-,-,-,-,"5,010","4,970",7.95,11.49,10.79,7.95,12.20,19.04,17.26,3.95,9.37,35.39,2.92,906,133,..,-,   -,27,3.51,106,10.93,5.96,5.50,5,0,20,20,60,422,420,772,386,386,347,78,332,15,352,167,185,91,91,139,31,197,82,35.60,26,6.60,-,-,-,-,-,-,-
מסעדה,"4,203",..,"3,753",-,-,100,0.10,-,99.90,"1,912","1,841",7.25,9.73,10.10,8.87,14.58,21.40,17.27,3.38,7.41,32.96,2.69,766,45,..,-,   -,13,4.15,32,8.57,1.05,0,0,0,0,0,0,13,11,34,8,26,10,10,14,-,23,6,17,2,11,9,1,-,46,44.40,12,7.50,-,-,-,-,-,-,-
מעיליא,518,..,"3,270",-,-,96.90,0.20,99.80,0.10,"1,623","1,647",6.57,6.30,6.97,7.80,13.73,18.78,18.32,4.37,17.16,24.37,10.12,811,43,..,-,   -,23,3.01,20,6.14,0.79,1.90,0,0,0,0,0,-13,-17,23,11,12,7,11,5,-,40,15,25,13,10,17,-,-,31,29.80,2,..,2,145,-,-,-,4.44,-
מעלה אדומים,"3,616",..,"37,846",99.80,96.60,-,-,-,-,"18,525","19,321",8.83,8.79,8.92,8.72,15.44,16.77,16.77,5.02,10.74,31.71,3.89,852,612,2.50,1,( 1.4),142,3.97,470,12.37,-0.81,14.70,51,31.37,29.41,21.57,17.65,-770,-826,629,333,296,170,186,222,51,"1,455",745,710,379,466,541,69,"1,512",358,29.50,150,9.60,5,467,0.30,0.02,0.34,0.41,0.16
מעלה אפרים,"3,608",..,"1,255",99.70,90.60,-,-,-,-,665,590,11.08,12.43,8.53,9.48,13.94,16.81,12.19,4.30,11.24,34.74,2.55,"1,118",33,..,0.20,  ..,6,6.78,27,21.46,-0.40,16.40,0,0,0,0,0,-17,-13,79,46,33,30,21,27,1,92,42,50,33,23,32,4,16,9,19.10,10,24.60,2,87,-,-,0.96,-,5.98
מעלה עירון,"1,327","2,464.80","15,380",-,-,100,100,-,-,"7,816","7,564",9.65,9.21,9.54,10.91,19.46,17.67,15.57,2.89,5.12,34.68,1.71,799,314,2.66,1.80,( 6.0),46,6.44,268,17.61,2.09,0,3,33.33,66.67,0,0,26,16,133,36,97,36,71,26,-,117,35,82,23,70,24,-,64,283,67.10,30,4.70,-,-,-,-,-,-,-
מעלות-תרשיחא,"1,063","2,388.90","22,122",78,83.40,22,48.70,47.50,1,"11,047","11,075",7.25,7.96,7.61,7.12,13.81,18.02,17.80,5.90,14.53,26.64,5.50,801,327,2.45,1.60,( 4.8),163,5.20,164,7.46,1.31,29.30,31,19.35,38.71,32.26,9.68,146,123,749,361,388,217,177,326,29,626,320,306,153,186,240,47,978,214,29,77,8.30,8,518,0.82,-,1.14,0.18,0.20
מצפה רמון,99,68.40,"5,185",96,91.70,4,91.20,0.80,8,"2,852","2,333",10.40,8.18,7.81,10.99,20.42,18.03,11.76,3.66,8.76,32.71,3.28,856,137,..,1.20,( 8.8),31,5.93,106,20.39,-0.49,15.10,15,13.33,46.67,33.33,6.67,-119,-132,297,154,143,53,140,102,2,429,220,209,132,114,169,14,302,74,33.30,11,6.90,3,592,-,4.84,6.58,-,-
משהד,520,"1,177.60","8,486",-,-,100,100,-,-,"4,387","4,099",10.24,10.76,9.63,9.97,19.50,19.14,12.72,3.02,5.03,36.63,1.78,839,167,..,1.40,( 7.6),27,6.94,140,16.61,1.35,0,0,0,0,0,0,-42,-42,50,13,37,9,34,7,-,92,31,61,35,31,25,1,6,115,46.30,10,3.10,-,-,-,-,-,-,-
נהרייה,"9,100","5,158.60","59,156",97.50,87.10,-,-,-,-,"28,757","30,399",7.13,7.19,6.78,6.60,11.84,18.34,18.32,5.76,18.04,25.09,6.92,843,795,2.25,1.20,( 1.4),487,5.51,308,5.25,1.82,23.30,481,29.11,31.39,31.81,7.69,728,266,"2,052","1,025","1,027",391,508,919,234,"1,786",910,876,409,429,833,115,"4,031",504,23.90,276,11.50,17,976,0.96,-,0.20,0.27,0.21
נוף הגליל,"1,061","1,276.30","41,937",69.60,77.90,30.40,37.20,62.60,0.10,"20,147","21,790",7.73,6.94,6.02,6.34,13.37,18.11,17.12,5.74,18.64,24.27,7.69,840,622,2.33,2,( 3.1),411,5.96,211,5.04,0.49,33.60,162,29.63,38.89,19.14,12.35,-13,-148,"1,537",776,761,463,501,516,57,"1,685",834,851,414,403,727,141,"2,929",325,20.60,170,9.80,11,753,1.05,-,0.21,0.39,0.14
נחף,522,"2,197.20","13,331",-,-,99.80,99.90,-,-,"6,761","6,570",10.70,9.94,10.25,11.00,18.59,19.08,13.59,2.50,4.34,37.44,1.65,860,267,2.61,1.60,( 5.5),35,6.02,232,17.55,1.66,0,0,0,0,0,0,-3,-4,66,16,50,9,36,20,1,70,22,48,12,40,18,-,8,187,50.40,21,4.10,-,-,-,-,-,-,-
נס ציונה,"7,200","3,235.10","50,706",99.90,98,-,-,-,-,"24,967","25,739",7.07,9.53,9.98,7.88,10.12,18.84,18.81,4.15,13.62,31.73,4.96,926,560,2.11,1.40,( 2.1),235,4.00,325,6.43,0.71,6.70,17,35.29,23.53,41.18,0,-116,-140,"1,081",554,527,334,156,518,73,"1,221",607,614,292,340,530,59,"1,429",253,16.60,189,8.90,9,801,0.20,-,-,1.34,0.05
נצרת,"7,300","5,489.50","77,792",-,-,99.80,72.40,27.60,-,"38,867","38,925",8.14,8.38,8.33,9.16,17.81,18.66,16.65,4.03,8.85,30.23,3.58,750,"1,185",2.02,5.80, 4.5,376,5.47,809,10.42,0.45,0,..,..,..,..,..,-532,-553,541,190,351,144,216,171,10,"1,094",507,587,201,436,428,29,456,977,39.50,173,5.20,6,150,0.06,-,-,0.10,0.03
נשר,"2,500","1,857.10","24,039",98.70,87.70,-,-,-,-,"11,664","12,375",6.51,6.19,5.91,5.61,13.43,19.98,17.32,6.29,18.75,21.93,7.29,754,291,1.80,-,   -,177,4.52,114,4.73,-0.45,28.40,23,26.09,21.74,21.74,30.43,-295,-318,780,391,389,125,252,326,77,"1,098",561,537,277,313,458,50,581,173,19.10,90,8.70,2,298,0.42,-,-,0.82,-
נתיבות,246,"2,596","39,703",99.90,96.80,-,-,-,-,"19,740","19,963",14.73,12.27,9.82,7.95,16.15,18.58,11.17,3.10,6.25,41.71,2.45,"1,041","1,162",4.10,4, 3.6,118,5.19,"1,044",27.03,5.75,10.50,25,16,44,24,16,862,830,"1,870",956,914,672,553,607,38,"1,040",550,490,386,324,308,22,"1,971",630,66.80,146,10.70,4,405,0.62,0.33,0.08,-,-
נתניה,"7,400","7,171.70","222,129",99.80,90.50,-,-,-,-,"108,262","113,868",8.20,8.32,7.31,6.28,11.92,18.76,15.76,5.03,18.41,27.68,7.73,943,"3,494",2.57,5.60, 1.5,"1,685",4.85,"1,809",8.16,0.35,28.60,"1,904",24.11,34.35,26.47,15.07,-98,"-1,273","4,935","2,460","2,475","1,148","1,235","2,086",466,"6,207","3,114","3,093","1,837","1,494","2,481",395,"13,747","1,961",26.20,945,10.30,34,"3,055",0.45,0.38,0.17,0.35,0.03
סאג'ור,525,..,"4,358",-,-,100,-,-,99.90,"2,244","2,114",8.58,7.89,8.35,9.43,20.28,22.69,14.75,2.91,5.09,30.47,1.79,649,83,..,-,   -,12,4.86,71,16.46,2.05,0,0,0,0,0,0,19,19,48,14,34,10,26,12,-,29,7,22,3,14,12,-,7,82,65.70,8,4.20,-,-,-,-,-,-,-
סביון*,587,..,"4,023",100,98.40,-,-,-,-,"2,002","2,021",4.57,7.18,9.02,9.40,13.55,10.79,21.10,5.87,18.52,26.32,8.45,949,38,..,-,   -,29,4.21,9,2.23,-0.33,6.30,7,85.71,14.29,0,0,3,-14,178,80,98,32,36,94,16,192,88,104,47,59,73,13,101,20,15.10,15,8.30,-,-,-,-,-,-,-
סח'נין,"7,500","2,792.50","32,195",-,-,99.90,94.90,5.10,-,"16,547","15,648",9.52,9.72,9.67,9.13,17.31,20.43,15.92,2.91,5.40,34.37,2.03,768,574,2.28,3,( 4.8),100,4.93,474,14.84,1.55,0,0,0,0,0,0,37,32,191,58,133,32,96,60,3,159,50,109,44,71,42,2,99,411,48.80,46,3.40,..,..,..,..,..,..,..
ע'ג'ר,"4,501",..,"2,702",-,-,100,99.80,-,-,"1,364","1,339",9.25,11.03,10.25,10.51,17.65,23.09,12.03,2.44,3.81,36.79,1.15,811,47,..,-,   -,6,5.16,41,15.29,1.61,0,0,0,0,0,0,-1,-1,2,1,1,-,-,2,-,3,2,1,-,1,2,-,1,34,49.40,3,..,-,-,-,-,-,-,-
עומר,666,415.50,"7,570",98.10,97.90,-,-,-,-,"3,749","3,821",5.14,7.90,9.71,8.56,11.74,14.19,17.61,4.93,20.24,28.14,8.28,"1,063",55,..,0.20,  ..,53,4.11,2,0.26,0.53,4.90,5,20,0,60,20,60,35,331,159,172,121,41,143,26,296,153,143,61,72,124,39,218,39,17.40,33,9.40,..,..,..,..,..,..,..
עיילבון,530,"1,180.60","5,787",-,-,98.90,29.20,70.80,-,"2,934","2,853",7.66,8.93,7.62,8.36,16.23,21.51,15.78,4.49,9.42,28.96,3.46,724,75,..,0.20,  ..,23,3.65,52,9.01,0.60,0.40,0,0,0,0,0,-22,-23,46,15,31,11,19,16,-,69,33,36,14,29,24,2,1,74,44.80,5,1.90,..,..,..,..,..,..,..
